label,area,centroid-0,centroid-1,major_axis_length,minor_axis_length,orientation,perimeter,max_intensity-0,max_intensity-1,max_intensity-2,mean_intensity-0,mean_intensity-1,mean_intensity-2,min_intensity-0,min_intensity-1,min_intensity-2
1,97812.0,1435.8035823825298,2771.8637386005807,385.54305455362476,340.17552667316846,0.27733234377453975,1250.6904755831215,159.0,160.0,157.0,75.05985973091236,74.27674518463992,72.56195558827137,13.0,8.0,11.0
2,386284.0,1377.7982598295555,710.7584808068675,748.2417244080707,672.1636969811481,-0.13051775977370797,2435.7484835343894,156.0,151.0,144.0,115.31666079879052,107.37970508744861,95.83412204492032,14.0,12.0,12.0
3,228515.0,1405.9785965910335,4951.924587007417,597.5481163018379,491.8628925485305,-0.9268908817981685,1820.1261171703036,170.0,164.0,156.0,122.09580115090912,111.18414108483032,94.5887359691924,13.0,7.0,4.0
4,235838.0,1378.975445008862,3860.0141665041256,582.6853346300867,517.9974458644344,-1.0830795730441072,1840.8956697920041,146.0,141.0,137.0,82.7520246949177,75.96324171677168,64.96285585868266,12.0,10.0,4.0
5,195745.0,1406.1561010498353,1800.6776111778079,531.2356226468729,472.0626059256769,0.1501867411780534,1685.800215362499,149.0,145.0,142.0,82.62125213926282,78.68754246596338,70.22694832562773,9.0,7.0,0.0
6,3131791.0,2509.2248010802764,2953.612894985649,5854.210035165334,714.4303543925594,1.5603986318810457,11490.028570699746,170.0,170.0,168.0,73.55729261626973,68.60975045908236,63.75998717666664,1.0,0.0,0.0
